income,total_debt,num_late_payments,payment_history_score,credit_utilization,age,employment_years,loan_purpose,target,debt_to_income,avg_payment_delay,credit_score_cat
41785,10821,3,300,200,47,24,car,0,0.2589623318814914,0.12,low
17507,17019,2,300,55,61,7,home,0,0.9720699108978753,0.25,low
41360,5531,2,300,173,46,14,home,0,0.13372500664877543,0.13333333333333333,low
44218,57892,1,300,200,51,0,car,0,1.309210972658812,1.0,low
37362,29006,3,300,57,41,3,car,0,0.7763295238605037,0.75,low
72072,12008,5,300,85,80,23,personal,0,0.16660885491099303,0.20833333333333334,low
82558,2577,5,300,51,49,29,education,0,0.03121404086774307,0.16666666666666666,low
30347,35221,2,300,23,58,1,car,0,1.1605707130618164,1.0,low
31968,8084,3,300,102,71,3,education,0,0.2528699677812881,0.75,low
35925,30349,4,300,71,26,14,home,0,0.8447642375995101,0.26666666666666666,low
67758,4917,6,300,195,50,6,car,0,0.07256600599182396,0.8571428571428571,low
50528,6699,8,300,60,55,1,business,0,0.13257733182924658,4.0,low
25738,23993,6,300,70,55,18,education,0,0.9321651967830918,0.3157894736842105,low
53080,43038,2,300,107,35,9,car,0,0.8107985908328781,0.2,low
29754,26666,3,300,24,37,2,personal,0,0.8961855150394892,1.0,low
46342,32197,12,300,62,44,1,personal,0,0.6947543318300499,6.0,low
51633,39105,8,300,127,34,17,business,0,0.7573498082658713,0.4444444444444444,low
18972,40971,12,300,200,38,1,education,0,2.159437094818953,6.0,low
22666,25371,3,300,123,44,9,business,0,1.1192923633475977,0.3,low
20714,3623,4,300,77,75,12,home,0,0.17489741733043687,0.3076923076923077,low
33212,15396,5,300,200,64,10,car,0,0.4635534278746274,0.45454545454545453,low
18010,4330,5,300,19,27,28,home,0,0.24040863916495475,0.1724137931034483,low
50597,5691,1,300,200,61,7,education,0,0.11247480137554844,0.125,low
44995,22657,9,300,73,26,1,education,0,0.5035336474353276,4.5,low
51485,34151,3,300,102,40,7,home,0,0.6633065299304666,0.375,low
60449,19055,11,300,143,32,3,personal,0,0.3152191894127378,2.75,low
52472,36562,3,300,108,37,6,personal,0,0.6967773902769043,0.42857142857142855,low
42531,1455,8,300,149,37,22,personal,0,0.03420953634910185,0.34782608695652173,low
49479,22917,0,300,80,52,15,education,0,0.4631568310428456,0.0,low
28679,11300,5,300,128,75,24,personal,0,0.39400278940027894,0.2,low
29318,51422,5,300,67,61,12,home,0,1.7538797366895187,0.38461538461538464,low
22218,14876,3,300,11,32,7,personal,1,0.6695170799765966,0.375,low
51773,30818,1,300,44,71,12,home,0,0.5952408544829451,0.07692307692307693,low
48404,26265,2,300,125,44,7,personal,0,0.5426092345832042,0.25,low
90508,15462,7,300,101,36,4,car,0,0.17083383972864577,1.4,low
82085,11753,1,300,200,70,23,personal,0,0.14317910484126403,0.041666666666666664,low
19392,16219,6,300,34,36,8,personal,0,0.8363326973650286,0.6666666666666666,low
75479,28348,4,300,200,46,1,home,0,0.3755696873343932,2.0,low
28079,1361,4,300,163,38,8,education,0,0.04846866096866097,0.4444444444444444,low
31007,5796,3,300,192,53,1,personal,0,0.18691950464396284,1.5,low
21486,19006,2,300,98,49,9,education,0,0.8845348350165216,0.2,low
22093,44804,0,300,187,49,7,personal,0,2.0278808726351047,0.0,low
33616,21807,7,300,180,63,1,education,0,0.6486896510693995,3.5,low
30130,9932,8,300,28,69,11,car,0,0.3296272941488832,0.6666666666666666,low
33635,27397,2,300,21,36,7,car,1,0.8145142109644429,0.25,low
39643,29513,9,300,121,29,7,home,0,0.7444506104328524,1.125,low
30471,26985,6,300,21,30,5,personal,0,0.8855670779732213,1.0,low
43222,36535,7,300,62,42,4,car,0,0.8452675658792772,1.4,low
44238,4387,2,300,47,69,2,education,0,0.09916589434661724,0.6666666666666666,low
21229,45727,4,300,20,56,9,education,1,2.1538860103626942,0.4,low
28089,7204,3,300,200,49,10,education,0,0.2564613741545034,0.2727272727272727,low
38117,18414,1,300,33,28,4,personal,0,0.4830788603809224,0.2,low
15826,54924,1,300,75,31,23,personal,0,3.4702723194540974,0.041666666666666664,low
27411,15365,5,300,200,43,26,car,0,0.5605209397344229,0.18518518518518517,low
38468,25229,3,300,14,29,3,personal,0,0.6558267696066963,0.75,low
27756,9919,2,300,137,80,1,personal,0,0.3573512987714811,1.0,low
41047,37463,8,300,200,39,7,education,0,0.912663223543169,1.0,low
32064,40903,3,300,47,54,7,personal,0,1.275627631373772,0.375,low
55811,34791,6,300,75,28,7,home,0,0.6233605676198667,0.75,low
23521,38797,5,300,28,36,4,home,0,1.649392058498427,1.0,low
35538,58470,1,300,36,40,5,personal,0,1.6452348124595515,0.16666666666666666,low
17340,9528,1,300,36,52,17,car,0,0.5494492820483248,0.05555555555555555,low
37625,7719,1,300,118,51,6,personal,0,0.20515069366927124,0.14285714285714285,low
54487,58109,5,300,113,28,19,personal,0,1.0664549992658934,0.25,low
31849,32449,1,300,200,43,6,home,0,1.018806907378336,0.14285714285714285,low
58473,5334,10,300,32,25,14,personal,0,0.09122002941478263,0.6666666666666666,low
58758,30789,2,300,200,63,2,car,0,0.523987814632652,0.6666666666666666,low
70763,28273,1,300,124,32,20,education,0,0.399539313775366,0.047619047619047616,low
19809,9217,1,300,58,55,21,business,0,0.4652700656234225,0.045454545454545456,low
56115,18004,3,300,97,53,17,personal,0,0.3208354123601112,0.16666666666666666,low
39689,63929,8,300,200,36,10,home,0,1.610707986898463,0.7272727272727273,low
75760,1631,1,300,19,35,17,education,0,0.02152822692414303,0.05555555555555555,low
56337,24651,5,300,20,32,3,business,0,0.4375554687777344,1.25,low
18984,46356,3,300,107,41,5,personal,0,2.441717145114564,0.5,low
25562,4235,5,300,88,42,14,business,0,0.16566913116613857,0.3333333333333333,low
31834,6245,2,300,122,44,15,home,0,0.1961677399089053,0.125,low
25142,10174,6,300,200,32,9,car,0,0.4046454281509764,0.6,low
34138,17565,1,300,4,48,13,car,0,0.514514191979847,0.07142857142857142,low
52432,16940,2,300,184,34,7,personal,0,0.3230789769801461,0.25,low
33811,11336,2,300,83,69,11,car,0,0.3352655861824204,0.16666666666666666,low
15231,18367,8,300,13,39,8,home,0,1.2058167016806722,0.8888888888888888,low
37461,13487,3,300,200,29,1,personal,0,0.36001815172708346,1.5,low
37386,22891,4,300,31,46,0,home,0,0.6122716452242758,4.0,low
46413,27450,0,300,96,66,9,personal,0,0.5914163829878916,0.0,low
30472,16447,1,300,43,40,19,business,1,0.5397236898237784,0.05,low
21086,22386,2,300,72,48,5,personal,0,1.0616019348413714,0.3333333333333333,low
52089,6470,4,300,194,29,7,car,0,0.12420810136302553,0.5,low
26942,58172,3,300,75,77,9,home,0,2.1590765690531866,0.3,low
85766,15746,7,300,1,44,4,personal,0,0.18359042522182192,1.4,low
19540,41626,5,300,155,25,15,personal,0,2.1301878102451255,0.3125,low
59099,46070,1,300,133,33,2,personal,0,0.7795262267343486,0.3333333333333333,low
38739,31236,5,300,69,40,8,home,0,0.8062983995869902,0.5555555555555556,low
47706,11698,5,300,14,29,1,personal,0,0.24520510616890603,2.5,low
62190,11109,1,300,34,34,4,personal,0,0.17862713254329404,0.2,low
52004,2782,1,300,12,26,11,business,1,0.053494856263820785,0.08333333333333333,low
51354,20754,4,300,137,40,1,personal,0,0.40412812773829226,2.0,low
33444,33208,1,300,26,36,10,personal,0,0.9929137389744357,0.09090909090909091,low
24222,13458,2,300,22,36,7,business,0,0.5555876646162737,0.25,low
34345,43599,2,300,162,80,5,home,0,1.2694054620625401,0.3333333333333333,low
56037,18238,8,300,61,49,6,education,0,0.32545772511510046,1.1428571428571428,low
19721,56080,5,300,103,63,2,home,0,2.84352499746476,1.6666666666666667,low
15917,9522,3,300,45,71,9,car,0,0.5981907274783265,0.3,low
47859,9014,3,300,15,33,16,car,0,0.1883409945674885,0.17647058823529413,low
31616,18018,12,300,6,46,10,home,0,0.569883290634785,1.0909090909090908,low
80313,32049,10,300,200,80,1,car,0,0.3990462434942849,5.0,low
59080,35007,3,300,200,43,13,home,0,0.5925255158172679,0.21428571428571427,low
28155,52281,4,300,173,80,7,personal,0,1.856833357010939,0.5,low
44436,13232,1,300,77,48,12,personal,0,0.2977698764543061,0.07692307692307693,low
24212,2734,3,300,197,27,9,home,0,0.11291455003510512,0.3,low
58444,64668,1,300,200,61,7,personal,0,1.1064761741808538,0.125,low
20427,8299,4,300,200,46,10,education,0,0.4062561190522812,0.36363636363636365,low
46997,23867,1,300,67,51,5,car,0,0.5078301204306567,0.16666666666666666,low
19084,35259,4,300,34,43,3,home,0,1.8474718365208278,1.0,low
49353,20241,1,300,200,45,10,education,0,0.4101187340438465,0.09090909090909091,low
31657,34773,3,300,66,53,6,personal,0,1.0983953503063997,0.42857142857142855,low
26497,15464,5,300,83,30,19,personal,0,0.5835912144312778,0.25,low
21974,4993,5,300,39,30,19,home,0,0.2272127417519909,0.25,low
53469,22262,7,300,34,29,3,home,0,0.41634561436319434,1.75,low
37474,7156,1,300,200,59,17,car,0,0.19095396931287525,0.05555555555555555,low
16713,4381,5,300,143,34,7,car,0,0.2621155917195166,0.625,low
24738,20575,4,300,112,34,5,home,0,0.831682768098953,0.6666666666666666,low
60079,30578,4,300,137,37,3,car,0,0.5089547270306258,1.0,low
40365,32385,6,300,131,44,7,personal,0,0.8022841004806025,0.75,low
18670,27244,3,300,0,56,11,personal,1,1.4591612661346474,0.25,low
26174,15484,3,300,71,58,7,car,0,0.591556829035339,0.375,low
44394,1090,5,300,154,41,11,personal,0,0.02455231444982543,0.4166666666666667,low
24216,13513,6,300,113,27,6,car,0,0.5579964487756535,0.8571428571428571,low
54756,14270,2,300,57,28,6,education,0,0.2606059499242106,0.2857142857142857,low
19440,21972,0,300,150,51,12,home,1,1.1301887762975156,0.0,low
21398,22939,3,300,200,60,9,business,0,1.0719659797186785,0.3,low
48885,23228,2,300,87,40,2,personal,0,0.47514625864255616,0.6666666666666666,low
28185,3911,4,300,76,57,20,business,0,0.13875682963173205,0.19047619047619047,low
35242,2649,11,300,18,25,8,car,0,0.07516386232727067,1.2222222222222223,low
31777,15360,2,300,115,38,2,business,0,0.4833532632638933,0.6666666666666666,low
58555,13651,3,300,200,36,8,home,0,0.23312726279117427,0.3333333333333333,low
82090,3073,1,300,1,55,3,personal,0,0.037434067071908,0.25,low
42248,8011,1,300,87,47,4,education,1,0.18961395535989017,0.2,low
35328,15286,6,300,77,38,14,car,0,0.4326757055110532,0.4,low
35632,2995,6,300,121,44,16,education,0,0.08405130076053097,0.35294117647058826,low
44267,24175,3,300,36,75,4,business,0,0.5461055389897894,0.6,low
24318,56111,0,300,179,44,6,home,0,2.3072905958304206,0.0,low
28164,5822,2,300,200,37,6,business,0,0.2067104562400142,0.2857142857142857,low
34072,8701,2,300,104,29,13,home,0,0.2553634842837437,0.14285714285714285,low
17557,36183,5,300,109,43,21,personal,0,2.060770019364392,0.22727272727272727,low
59326,18182,1,300,200,57,6,personal,0,0.3064709154347936,0.14285714285714285,low
81657,27186,5,300,189,35,19,personal,0,0.33292512674814473,0.25,low
108550,7863,5,300,80,76,21,education,0,0.07243599782590672,0.22727272727272727,low
33519,51267,4,300,97,34,12,education,0,1.529445107398568,0.3076923076923077,low
22679,59222,3,300,90,71,6,home,0,2.6111992945326277,0.42857142857142855,low
52583,35635,1,300,200,54,3,personal,0,0.6776776205689944,0.25,low
28443,34477,6,300,197,46,7,car,0,1.2121009703276613,0.75,low
54839,20351,5,300,130,31,20,education,0,0.3710977388767323,0.23809523809523808,low
40848,62934,12,300,141,54,15,car,0,1.5406497099072192,0.75,low
33228,27638,3,300,200,50,17,home,0,0.8317433567064914,0.16666666666666666,low
63351,12518,6,300,200,25,16,business,0,0.19759439323146863,0.35294117647058826,low
57875,31015,8,300,3,44,1,home,0,0.5358870689059368,4.0,low
57486,36032,5,300,86,32,7,personal,0,0.6267851862160141,0.625,low
48823,26146,12,300,200,51,4,car,0,0.5355153203342619,2.4,low
19778,7030,10,300,63,31,5,home,0,0.3554274735830932,1.6666666666666667,low
65294,22445,11,300,75,58,4,education,0,0.3437476070143196,2.2,low
51724,30711,4,300,138,35,6,home,0,0.5937361043982601,0.5714285714285714,low
22619,2254,0,300,70,40,15,car,0,0.09964633068081344,0.0,low
45184,1866,2,300,132,25,3,personal,0,0.04129689056102689,0.5,low
49125,18430,3,300,2,40,13,home,0,0.37515775760289866,0.21428571428571427,low
32591,35021,3,300,67,60,0,personal,0,1.0745274914089347,3.0,low
43582,5829,4,300,200,77,7,home,0,0.1337448087557075,0.5,low
33566,39343,9,300,93,27,6,home,0,1.1720737629219173,1.2857142857142858,low
22053,2429,5,300,30,31,7,personal,0,0.11013875034007437,0.625,low
17674,34693,2,300,63,32,2,car,0,1.962828854314003,0.6666666666666666,low
52249,44322,4,300,200,80,1,home,0,0.8482679425837321,2.0,low
25591,28494,4,300,87,28,8,car,0,1.1133948108783995,0.4444444444444444,low
26667,38209,5,300,33,54,4,car,0,1.4327658617069146,1.0,low
20360,3637,0,300,133,27,18,personal,0,0.17862580423358382,0.0,low
44985,36173,7,300,200,51,1,car,0,0.8040946072111324,3.5,low
17800,11625,7,300,2,32,6,personal,0,0.6530531992584686,1.0,low
50335,10446,7,300,96,33,4,personal,0,0.2075254291163382,1.4,low
50216,5474,1,300,26,29,9,car,1,0.1090069100105542,0.1,low
65671,37285,1,300,158,58,4,personal,0,0.5677457668412718,0.2,low
16863,1135,0,300,123,62,20,car,0,0.06730313092979127,0.0,low
41705,20624,7,300,25,48,32,personal,0,0.4945091833309356,0.21212121212121213,low
45181,20397,8,300,48,60,5,home,0,0.4514408392722766,1.3333333333333333,low
35190,1218,6,300,88,41,21,business,0,0.0346111221619164,0.2727272727272727,low
18036,11371,3,300,138,42,10,education,0,0.6304263458446526,0.2727272727272727,low
38688,4341,2,300,165,80,17,car,0,0.11220243480058932,0.1111111111111111,low
38806,44854,3,300,124,54,7,business,0,1.1558224031746849,0.375,low
56605,30212,2,300,114,44,19,personal,0,0.533724340175953,0.1,low
29424,34309,6,300,161,54,1,home,0,1.165981308411215,3.0,low
22197,41708,0,300,22,25,11,home,0,1.8789080097306063,0.0,low
40636,4102,5,300,118,37,4,personal,0,0.10094249083347688,1.0,low
18998,41535,2,300,176,74,1,business,0,2.1861676930364755,1.0,low
26831,46737,2,300,54,37,2,personal,0,1.7418381037567083,0.6666666666666666,low
34671,6713,1,300,50,37,8,personal,0,0.19361444393170282,0.1111111111111111,low
21308,5761,3,300,200,43,14,personal,0,0.27035524895584023,0.2,low
42457,11733,7,300,153,27,10,personal,0,0.27634368081398086,0.6363636363636364,low
19136,3214,5,300,104,38,17,car,0,0.16794690912891258,0.2777777777777778,low
59984,35786,12,300,10,46,4,home,0,0.5965824789530716,2.4,low
15695,28130,3,300,156,41,14,personal,0,1.7921763506625892,0.2,low
32433,36018,2,300,200,75,19,business,0,1.1105013257692544,0.1,low
40959,45125,6,300,200,50,1,home,0,1.1016845703125,3.0,low
29138,27947,0,300,101,32,7,car,0,0.9590926250042898,0.0,low
52839,28359,3,300,91,50,5,personal,0,0.5366956850870552,0.5,low
32969,55781,4,300,104,27,30,education,0,1.6918713982408249,0.12903225806451613,low
29621,36710,6,300,93,26,7,car,0,1.2392816150158665,0.75,low
53331,2663,0,300,50,44,23,education,0,0.04993249831245781,0.0,low
70873,40608,10,300,200,29,4,home,0,0.5729604650506532,2.0,low
23248,8659,9,300,141,26,13,car,0,0.37244612671512756,0.6428571428571429,low
21778,15536,3,300,109,49,11,car,0,0.7133477202810047,0.25,low
25245,2819,2,300,34,53,12,home,0,0.11166125326784442,0.15384615384615385,low
35648,7665,0,300,141,62,10,personal,0,0.2150130438441471,0.0,low
27368,41950,3,300,95,50,0,car,0,1.5327560378530454,3.0,low
36769,5071,2,300,186,33,13,personal,0,0.13791134076692957,0.14285714285714285,low
35067,13257,3,300,83,57,16,personal,0,0.37803695676970456,0.17647058823529413,low
33907,9597,3,300,15,34,12,home,0,0.2830305532617671,0.23076923076923078,low
31820,58080,2,300,35,57,4,business,0,1.825209767134911,0.4,low
36876,47292,7,300,72,70,6,education,0,1.2824253599804756,1.0,low
21567,12496,1,300,118,57,22,personal,0,0.5793768545994066,0.043478260869565216,low
28361,4638,2,300,200,63,14,home,0,0.16352866511529512,0.13333333333333333,low
15821,11680,1,300,104,36,14,business,0,0.7382126153457211,0.06666666666666667,low
22975,56140,4,300,114,52,5,business,0,2.44341922005571,0.6666666666666666,low
31899,43295,2,300,76,54,8,car,0,1.3572100313479625,0.2222222222222222,low
44819,27777,0,300,121,30,3,home,0,0.6197456492637216,0.0,low
36167,25086,1,300,163,34,9,business,0,0.6935965494359655,0.1,low
25812,12242,3,300,105,41,10,personal,0,0.47425715724634876,0.2727272727272727,low
80249,48993,1,300,200,54,14,car,0,0.6105046728971962,0.06666666666666667,low
22601,1931,11,300,124,52,17,business,0,0.08543491726395894,0.6111111111111112,low
17995,22793,6,300,36,25,8,car,0,1.2665592353856412,0.6666666666666666,low
57798,16973,0,300,87,48,13,personal,0,0.29365559957784737,0.0,low
46885,42914,7,300,56,28,5,home,0,0.9152838800494817,1.1666666666666667,low
31578,34757,7,300,146,59,3,personal,0,1.1006364989391684,1.75,low
87097,25932,5,300,200,33,0,car,0,0.2977335874532136,5.0,low
33200,11347,3,300,85,56,9,car,0,0.34176681425258276,0.3,low
92705,14413,0,300,151,54,2,home,0,0.1554699803680452,0.0,low
29592,41985,7,300,48,54,6,home,0,1.4187476768154632,1.0,low
20088,1726,8,300,190,56,16,education,0,0.08591766638458859,0.47058823529411764,low
31519,30969,2,300,110,46,9,car,0,0.9825190355329949,0.2,low
70546,28622,2,300,200,56,9,personal,0,0.4057153387103633,0.2,low
47689,16298,7,300,3,80,13,home,0,0.34174879429649824,0.5,low
18282,11735,4,300,47,30,21,car,0,0.6418530875676858,0.18181818181818182,low
59955,39673,12,300,200,33,11,car,0,0.6617019147374742,1.0,low
19584,66406,1,300,132,68,7,home,0,3.390656114373245,0.125,low
34502,32918,5,300,41,42,6,home,0,0.9540619656261774,0.7142857142857143,low
36907,11721,2,300,63,30,8,car,0,0.3175734258155413,0.2222222222222222,low
27798,33862,1,300,87,41,4,education,0,1.2181013705528976,0.2,low
54710,24216,2,300,79,57,12,car,0,0.4426166584416297,0.15384615384615385,low
26926,40344,6,300,200,26,22,education,0,1.4982731087755785,0.2608695652173913,low
39693,11325,6,300,200,59,7,education,0,0.28530760316420617,0.75,low
32409,1242,6,300,200,26,1,home,0,0.03832150570811478,3.0,low
94659,10574,8,300,78,44,3,education,0,0.1117050496513839,2.0,low
61209,13650,6,300,200,46,2,personal,0,0.22300277732396667,2.0,low
41661,6017,2,300,77,66,1,education,0,0.14442417550765685,1.0,low
21818,7890,2,300,32,65,15,business,0,0.3616114395710161,0.125,low
25103,49027,6,300,30,57,5,car,0,1.952955704270236,1.0,low
42879,11036,2,300,200,47,10,personal,0,0.2573694029850746,0.18181818181818182,low
94607,21802,3,300,20,37,19,personal,0,0.2304456282766785,0.15,low
39024,54564,0,300,191,31,1,education,0,1.3981806534272903,0.0,low
45649,3068,6,300,67,26,3,personal,0,0.06720700985761227,1.5,low
24433,12773,5,300,163,57,13,home,0,0.5227551772120815,0.35714285714285715,low
37109,50605,9,300,14,40,1,home,0,1.3636486122338993,4.5,low
22308,4673,2,300,71,36,0,personal,0,0.2094670312429961,2.0,low
21156,20682,7,300,61,35,2,personal,0,0.9775488018150021,2.3333333333333335,low
46927,41724,1,300,200,40,0,home,0,0.8891067166723491,1.0,low
36777,25551,1,300,200,80,1,car,0,0.6947359834683778,0.5,low
32651,21679,3,300,200,53,3,home,0,0.6639409530809751,0.75,low
58960,28969,5,300,141,40,14,car,0,0.4913247740031546,0.3333333333333333,low
48129,21440,3,300,42,27,21,personal,1,0.44546021192603363,0.13636363636363635,low
37074,33014,6,300,45,33,2,education,0,0.8904652730950775,2.0,low
82401,26110,6,300,43,49,9,car,0,0.31686124123200893,0.6,low
37831,65611,4,300,200,80,8,car,0,1.734272573482766,0.4444444444444444,low
30841,33278,4,300,163,30,0,home,0,1.0789832047208352,4.0,low
31929,28232,5,300,99,66,3,car,0,0.884184152834325,1.25,low
31341,13851,9,300,33,32,22,business,0,0.44193095526769194,0.391304347826087,low
52304,27346,7,300,184,42,2,personal,0,0.5228180862250262,2.3333333333333335,low
30419,16456,4,300,28,28,7,personal,0,0.5409598948060487,0.5,low
82937,16397,7,300,107,52,23,home,0,0.1977018978031783,0.2916666666666667,low
32024,21377,5,300,35,27,5,personal,0,0.6675097580015613,0.8333333333333334,low
21729,26176,3,300,200,38,10,personal,0,1.204601932811781,0.2727272727272727,low
38356,49558,1,300,39,61,1,personal,1,1.292019709570613,0.5,low
15146,36374,1,300,75,67,1,education,0,2.401399617085892,0.5,low
41747,25181,5,300,6,32,4,car,0,0.6031666187601801,1.0,low
67603,5821,4,300,75,46,19,car,0,0.08610437252233595,0.2,low
25759,28410,6,300,172,26,7,home,0,1.1028726708074534,0.75,low
18161,40231,4,300,4,31,4,home,0,2.2151194802334544,0.8,low
43050,50588,2,300,167,41,10,home,0,1.1750714269122668,0.18181818181818182,low
44371,3549,4,300,69,45,19,education,0,0.07998287208149284,0.2,low
35151,14070,4,300,18,39,4,personal,0,0.4002617205279927,0.8,low
18775,7322,5,300,161,37,11,education,0,0.38996591393268004,0.4166666666666667,low
34294,69134,11,300,200,71,17,home,1,2.01586237060796,0.6111111111111112,low
33083,26931,6,300,11,40,3,personal,0,0.8140188610808851,1.5,low
26518,8704,3,300,200,37,11,personal,0,0.32821750443078546,0.25,low
22897,32683,1,300,200,40,1,personal,0,1.4273298978076687,0.5,low
31952,32775,3,300,139,60,21,personal,0,1.025725284010891,0.13636363636363635,low
81950,54181,1,300,58,80,3,education,0,0.6611389732889166,0.25,low
28342,27917,5,300,2,32,7,personal,0,0.9849698338214021,0.625,low
59554,54093,9,300,123,28,14,home,0,0.9082864578960624,0.6,low
65400,9550,5,300,13,26,16,car,0,0.14602223207596216,0.29411764705882354,low
26602,19830,2,300,194,49,13,home,0,0.745404653610495,0.14285714285714285,low
62820,8007,4,300,68,35,9,home,0,0.12745737890195954,0.4,low
59776,31673,8,300,63,28,24,home,0,0.5298526189002459,0.32,low
19671,44428,5,300,70,70,9,business,0,2.258438389589264,0.5,low
51819,44159,10,300,200,54,5,personal,0,0.8521613276727132,1.6666666666666667,low
50948,40869,6,300,200,65,25,education,0,0.8021550962727433,0.23076923076923078,low
31178,20035,4,300,78,38,4,home,0,0.6425799416273774,0.8,low
36603,11556,2,300,9,61,7,personal,0,0.3157032018358649,0.25,low
59406,39986,1,300,116,62,14,business,0,0.6730856633056711,0.06666666666666667,low
30042,21760,10,300,135,26,6,car,0,0.7242951769130912,1.4285714285714286,low
15092,50091,10,300,79,52,6,business,0,3.3188232955674817,1.4285714285714286,low
18145,3429,5,300,62,55,9,car,0,0.18896726551306073,0.5,low
84060,25316,0,300,95,42,7,car,0,0.30116225122232665,0.0,low
45021,50390,1,300,64,43,14,personal,0,1.1192305983741282,0.06666666666666667,low
36028,27609,4,300,155,28,19,car,0,0.7662993699519831,0.2,low
56071,49675,5,300,197,34,2,education,0,0.8859145384505636,1.6666666666666667,low
38059,62386,2,300,200,34,7,personal,0,1.639148712559117,0.25,low
25648,42083,10,300,108,28,4,personal,0,1.6407267339857305,2.0,low
30913,28948,0,300,78,76,12,home,0,0.9364042181535873,0.0,low
38194,9447,3,300,5,28,11,home,0,0.2473360387485273,0.25,low
59576,12779,6,300,171,29,5,home,0,0.21449552679725398,1.0,low
42188,11830,0,300,31,32,9,business,0,0.2804048448647752,0.0,low
88910,12102,10,300,200,47,1,car,0,0.13611364173161927,5.0,low
15347,28492,2,300,87,72,15,home,0,1.8563982277821214,0.125,low
35465,7310,0,300,200,35,0,personal,0,0.2061128968589635,0.0,low
46436,12449,2,300,9,40,9,education,0,0.268083640200702,0.2,low
40662,21840,1,300,16,32,5,home,0,0.5370976071613014,0.16666666666666666,low
37406,8338,3,300,96,37,11,education,0,0.2228994573208223,0.25,low
37231,27190,4,300,187,37,2,business,0,0.7302857756768372,1.3333333333333333,low
18436,23259,5,300,196,26,13,home,0,1.261539295980908,0.35714285714285715,low
50865,35764,1,300,45,48,0,car,0,0.7031022687060119,1.0,low
47827,30029,3,300,139,57,4,personal,0,0.6278539767500209,0.6,low
31288,26073,2,300,200,58,5,education,0,0.8332960465339256,0.3333333333333333,low
41319,7166,2,300,26,55,6,education,0,0.1734269119070668,0.2857142857142857,low
28052,24567,2,300,184,52,3,car,0,0.8757352154849749,0.5,low
55540,5111,4,300,102,50,30,home,0,0.0920221097927657,0.12903225806451613,low
51726,25772,2,300,200,60,8,home,0,0.4982310978792507,0.2222222222222222,low
26193,5709,2,300,77,30,17,car,0,0.21795067572726579,0.1111111111111111,low
40275,11149,0,300,103,31,13,home,0,0.2768149766610388,0.0,low
61671,7304,3,300,64,33,1,home,0,0.11843300038915554,1.5,low
47238,34021,7,300,141,52,10,personal,0,0.7201888270285146,0.6363636363636364,low
44899,43097,1,300,24,74,2,personal,0,0.9598440979955457,0.3333333333333333,low
27914,9666,6,300,157,25,4,personal,0,0.3462654486835035,1.2,low
32530,27609,8,300,82,32,5,personal,0,0.8486981648273955,1.3333333333333333,low
50632,35711,3,300,200,42,3,home,0,0.7052910157407225,0.75,low
87408,22001,1,300,29,75,25,personal,0,0.25170176984063425,0.038461538461538464,low
36379,31416,4,300,151,38,10,home,0,0.8635514018691589,0.36363636363636365,low
29378,4660,1,300,46,41,12,personal,1,0.158616699002689,0.07692307692307693,low
31544,20967,5,300,75,42,8,personal,0,0.6646695197337137,0.5555555555555556,low
21714,16354,4,300,140,64,6,personal,0,0.7531199631591066,0.5714285714285714,low
30043,16266,5,300,29,30,4,personal,0,0.5414059379576621,1.0,low
47130,13079,10,300,10,40,5,education,0,0.27750312957501433,1.6666666666666667,low
23101,26468,6,300,100,33,6,car,0,1.1457016708510086,0.8571428571428571,low
43275,21874,0,300,93,37,7,car,0,0.5054533690729273,0.0,low
24367,7366,5,300,36,61,13,education,1,0.3022816808929744,0.35714285714285715,low
51861,4270,1,300,195,32,9,home,0,0.08233388608229532,0.1,low
45500,12311,0,300,149,59,1,business,0,0.27056548207731695,0.0,low
34342,12364,2,300,59,54,22,personal,0,0.36001514136796436,0.08695652173913043,low
30201,8203,4,300,41,73,2,home,0,0.27160452950135755,1.3333333333333333,low
49662,9855,4,300,6,36,1,personal,1,0.19843746853794575,2.0,low
15183,29162,2,300,200,37,0,personal,0,1.9205742887249737,2.0,low
16489,46418,0,300,25,62,9,personal,0,2.8149181322013344,0.0,low
19652,61575,10,300,51,47,15,personal,0,3.133109448939093,0.625,low
23736,15893,12,300,32,31,10,education,0,0.6695454353962169,1.0909090909090908,low
49962,56394,7,300,73,73,1,personal,0,1.1287152492844705,3.5,low
34005,24900,7,300,113,43,4,personal,0,0.7322237252249603,1.4,low
102673,15650,8,300,200,33,2,home,0,0.15242417749381537,2.6666666666666665,low
41971,12172,6,300,200,57,9,education,0,0.2900028590488897,0.6,low
87616,5901,9,300,62,46,23,personal,0,0.0673499435041145,0.375,low
47708,20360,1,300,75,41,10,home,0,0.42675386195476744,0.09090909090909091,low
39626,25271,0,300,125,45,24,business,0,0.6377217553688141,0.0,low
24179,28479,1,300,200,55,9,business,0,1.1777915632754343,0.1,low
44067,15202,2,300,13,50,0,home,0,0.34496686938367976,2.0,low
46562,36316,4,300,63,48,1,education,0,0.779932564482529,2.0,low
33551,34117,2,300,99,48,11,personal,0,1.016839532665713,0.16666666666666666,low
22760,8882,0,300,7,67,13,education,1,0.3902289003119371,0.0,low
26957,16167,2,300,118,60,4,home,0,0.5997106610282662,0.4,low
36559,2432,8,300,21,66,1,home,0,0.06652078774617068,4.0,low
